name,Selection,Bowl,Favorite,Underdog,Confidence_Score
JRoycroft,ECU ,Military,Boston College,ECU ,9
JRoycroft,Tennessee,Music City,Purdue,Tennessee,13
JRoycroft,Tulsa,Myrtle Beach,Tulsa,Old Dominion,34
JRoycroft,Georgia,National Championship,Alabama,Georgia,43
JRoycroft,Fresno State,New Mexico,Fresno State,UTEP,40
JRoycroft,Marshall,New Orleans,Louisiana-Lafayette,Marshall,2
JRoycroft,Georgia,Orange Bowl (CFP Semis),Georgia,Michigan,41
JRoycroft,Penn State,Outback,Penn State,Arkansas,17
JRoycroft,Michigan State,Peach,Pittsburgh,Michigan State,11
JRoycroft,Virginia Tech,Pinstripe,Virginia Tech,Maryland,24
JRoycroft,Nevada,Quick Lane,Nevada,W. Michigan,29
JRoycroft,Ohio State,Rose,Ohio State,Utah,20
JRoycroft,Ole Miss,Sugar,Ole Miss,Baylor,19
JRoycroft,Wake Forest,TaxSlayer,Texas A&M,Wake Forest,1
JRoycroft,LSU,Texas Bowl,LSU,Kansas State,18
JRoycroft,Miami,Tony the Tiger,Miami,Wash. State,14
Kristen,Oregon,Alamo,Oklahoma,Oregon,24
Kristen,Boise State,Arizona,Boise State,C. Michigan,40
Kristen,Army,Armed Forces,Army,Missouri,20
Kristen,Toledo,Bahamas,Toledo,Middle Tenn.,38
Kristen,Auburn,Birmingham,Auburn,Houston,3
Kristen,App. State,Boca Raton,App. State,W. Kentucky,21
Kristen,Ball State,Camellia,Georgia State,Ball State,4
Kristen,Iowa State,Cheez-It,Clemson,Iowa State,29
Kristen,Iowa,Citrus,Iowa,Kentucky,9
Kristen,Alabama,Cotton Bowl (CFP Semis),Alabama,Cincinnati,42
Kristen,C. Carolina,Cure,C. Carolina,N. Illinois,35
Kristen,N. Carolina,Duke's Mayo,N. Carolina,S. Carolina,31
Kristen,Kent State,Famous Idaho Potato,Wyoming,Kent State,16
Kristen,Virginia,Fenway,Virginia,SMU,7
Kristen,Notre Dame,Fiesta,Notre Dame,Oklahoma State,26
Kristen,Louisville,First Responder,Air Force,Louisville,22
Kristen,San Diego State,Frisco,UTSA,San Diego State,15
Kristen,"Miami, OH",Frisco Classic,"Miami, OH",North Texas,6
Kristen,Florida,Gasparilla,Florida,UCF,13
Kristen,Minnesota,Guaranteed Rate,Minnesota,West Virginia,37
Kristen,Memphis ,Hawai'i,Memphis ,Hawaii,5
Kristen,NC State,Holiday,NC State,UCLA,30
Kristen,UAB,Independence,BYU,UAB,2
Kristen,Oregon State,L.A.,Oregon State,Utah State,18
Kristen,Wisconsin,Las Vegas,Wisconsin,Arizona State,32
Kristen,Liberty,LendingTree,Liberty,E. Michigan,19
Kristen,Miss. State,Liberty,Miss. State,Texas Tech,36
Kristen,ECU ,Military,Boston College,ECU ,14
Kristen,Tennessee,Music City,Purdue,Tennessee,12
Kristen,Tulsa,Myrtle Beach,Tulsa,Old Dominion,33
Kristen,Alabama,National Championship,,,43
Kristen,Fresno State,New Mexico,Fresno State,UTEP,39
Kristen,Marshall,New Orleans,Louisiana-Lafayette,Marshall,17
Kristen,Georgia,Orange Bowl (CFP Semis),Georgia,Michigan,41
Kristen,Arkansas,Outback,Penn State,Arkansas,10
Kristen,Michigan State,Peach,Pittsburgh,Michigan State,1
Kristen,Virginia Tech,Pinstripe,Virginia Tech,Maryland,28
Kristen,Nevada,Quick Lane,Nevada,W. Michigan,34
Kristen,Ohio State,Rose,Ohio State,Utah,27
Kristen,Baylor,Sugar,Ole Miss,Baylor,8
Kristen,Wake Forest,TaxSlayer,Texas A&M,Wake Forest,25
Kristen,LSU,Texas Bowl,LSU,Kansas State,11
Kristen,Miami,Tony the Tiger,Miami,Wash. State,23
Peter,Oklahoma,Alamo,Oklahoma,Oregon,25
Peter,Boise State,Arizona,Boise State,C. Michigan,37
Peter,Army,Armed Forces,Army,Missouri,19
Peter,Toledo,Bahamas,Toledo,Middle Tenn.,36
Peter,Houston,Birmingham,Auburn,Houston,15
Peter,App. State,Boca Raton,App. State,W. Kentucky,31
Peter,Georgia State,Camellia,Georgia State,Ball State,27
Peter,Clemson,Cheez-It,Clemson,Iowa State,22
Peter,Kentucky,Citrus,Iowa,Kentucky,13
Peter,Alabama,Cotton Bowl (CFP Semis),Alabama,Cincinnati,42
Peter,C. Carolina,Cure,C. Carolina,N. Illinois,40
Peter,N. Carolina,Duke's Mayo,N. Carolina,S. Carolina,23
Peter,Wyoming,Famous Idaho Potato,Wyoming,Kent State,28
Peter,SMU,Fenway,Virginia,SMU,8
Peter,Notre Dame,Fiesta,Notre Dame,Oklahoma State,29
Peter,Louisville,First Responder,Air Force,Louisville,21
Peter,San Diego State,Frisco,UTSA,San Diego State,18
Peter,North Texas,Frisco Classic,"Miami, OH",North Texas,9
Peter,UCF,Gasparilla,Florida,UCF,2
Peter,Minnesota,Guaranteed Rate,Minnesota,West Virginia,26
Peter,Memphis ,Hawai'i,Memphis ,Hawaii,20
Peter,UCLA,Holiday,NC State,UCLA,7
Peter,BYU,Independence,BYU,UAB,35
Peter,Utah State,L.A.,Oregon State,Utah State,3
Peter,Wisconsin,Las Vegas,Wisconsin,Arizona State,32
Peter,Liberty,LendingTree,Liberty,E. Michigan,34
Peter,Miss. State,Liberty,Miss. State,Texas Tech,38
Peter,ECU ,Military,Boston College,ECU ,17
Peter,Tennessee,Music City,Purdue,Tennessee,5
Peter,Tulsa,Myrtle Beach,Tulsa,Old Dominion,33
Peter,Alabama,National Championship,,,43
Peter,Fresno State,New Mexico,Fresno State,UTEP,39
Peter,Louisiana-Lafayette,New Orleans,Louisiana-Lafayette,Marshall,30
Peter,Georgia,Orange Bowl (CFP Semis),Georgia,Michigan,41
Peter,Arkansas,Outback,Penn State,Arkansas,11
Peter,Michigan State,Peach,Pittsburgh,Michigan State,6
Peter,Maryland,Pinstripe,Virginia Tech,Maryland,14
Peter,Nevada,Quick Lane,Nevada,W. Michigan,16
Peter,Utah,Rose,Ohio State,Utah,1
Peter,Ole Miss,Sugar,Ole Miss,Baylor,24
Peter,Texas A&M,TaxSlayer,Texas A&M,Wake Forest,10
Peter,Kansas State,Texas Bowl,LSU,Kansas State,12
Peter,Miami,Tony the Tiger,Miami,Wash. State,4
Peyton,Oregon,Alamo,Oklahoma,Oregon,7
Peyton,Boise State,Arizona,Boise State,C. Michigan,38
Peyton,Army,Armed Forces,Army,Missouri,19
Peyton,Toledo,Bahamas,Toledo,Middle Tenn.,37
Peyton,Auburn,Birmingham,Auburn,Houston,23
Peyton,App. State,Boca Raton,App. State,W. Kentucky,18
Peyton,Georgia State,Camellia,Georgia State,Ball State,25
Peyton,Clemson,Cheez-It,Clemson,Iowa State,17
Peyton,Kentucky,Citrus,Iowa,Kentucky,11
Peyton,Alabama,Cotton Bowl (CFP Semis),Alabama,Cincinnati,42
Peyton,C. Carolina,Cure,C. Carolina,N. Illinois,39
Peyton,S. Carolina,Duke's Mayo,N. Carolina,S. Carolina,9
Peyton,Kent State,Famous Idaho Potato,Wyoming,Kent State,4
Peyton,Virginia,Fenway,Virginia,SMU,16
Peyton,Notre Dame,Fiesta,Notre Dame,Oklahoma State,15
Peyton,Air Force,First Responder,Air Force,Louisville,14
Peyton,San Diego State,Frisco,UTSA,San Diego State,5
Peyton,North Texas,Frisco Classic,"Miami, OH",North Texas,6
Peyton,Florida,Gasparilla,Florida,UCF,30
Peyton,Minnesota,Guaranteed Rate,Minnesota,West Virginia,32
Peyton,Memphis ,Hawai'i,Memphis ,Hawaii,27
Peyton,UCLA,Holiday,NC State,UCLA,8
Peyton,UAB,Independence,BYU,UAB,1
Peyton,Oregon State,L.A.,Oregon State,Utah State,33
Peyton,Wisconsin,Las Vegas,Wisconsin,Arizona State,34
Peyton,E. Michigan,LendingTree,Liberty,E. Michigan,3
Peyton,Miss. State,Liberty,Miss. State,Texas Tech,36
Peyton,Boston College,Military,Boston College,ECU ,24
Peyton,Purdue,Music City,Purdue,Tennessee,20
Peyton,Old Dominion,Myrtle Beach,Tulsa,Old Dominion,2
Peyton,Georgia,National Championship,,,43
Peyton,Fresno State,New Mexico,Fresno State,UTEP,40
Peyton,Louisiana-Lafayette,New Orleans,Louisiana-Lafayette,Marshall,29
Peyton,Georgia,Orange Bowl (CFP Semis),Georgia,Michigan,41
Peyton,Penn State,Outback,Penn State,Arkansas,26
Peyton,Michigan State,Peach,Pittsburgh,Michigan State,10
Peyton,Virginia Tech,Pinstripe,Virginia Tech,Maryland,22
Peyton,Nevada,Quick Lane,Nevada,W. Michigan,31
Peyton,Ohio State,Rose,Ohio State,Utah,35
Peyton,Baylor,Sugar,Ole Miss,Baylor,12
Peyton,Texas A&M,TaxSlayer,Texas A&M,Wake Forest,28
Peyton,LSU,Texas Bowl,LSU,Kansas State,21
Peyton,Miami,Tony the Tiger,Miami,Wash. State,13
Rebekah,Oregon,Alamo,Oklahoma,Oregon,2
Rebekah,C. Michigan,Arizona,Boise State,C. Michigan,35
Rebekah,Army,Armed Forces,Army,Missouri,25
Rebekah,Middle Tenn.,Bahamas,Toledo,Middle Tenn.,28
Rebekah,Houston,Birmingham,Auburn,Houston,33
Rebekah,W. Kentucky,Boca Raton,App. State,W. Kentucky,10
Rebekah,Ball State,Camellia,Georgia State,Ball State,12
Rebekah,Iowa State,Cheez-It,Clemson,Iowa State,1
Rebekah,Kentucky,Citrus,Iowa,Kentucky,36
Rebekah,Cincinnati,Cotton Bowl (CFP Semis),Alabama,Cincinnati,41
Rebekah,N. Illinois,Cure,C. Carolina,N. Illinois,39
Rebekah,N. Carolina,Duke's Mayo,N. Carolina,S. Carolina,32
Rebekah,Wyoming,Famous Idaho Potato,Wyoming,Kent State,6
Rebekah,Virginia,Fenway,Virginia,SMU,30
Rebekah,Oklahoma State,Fiesta,Notre Dame,Oklahoma State,8
Rebekah,Louisville,First Responder,Air Force,Louisville,38
Rebekah,UTSA,Frisco,UTSA,San Diego State,29
Rebekah,"Miami, OH",Frisco Classic,"Miami, OH",North Texas,16
Rebekah,Florida,Gasparilla,Florida,UCF,37
Rebekah,West Virginia,Guaranteed Rate,Minnesota,West Virginia,24
Rebekah,Hawaii,Hawai'i,Memphis ,Hawaii,17
Rebekah,NC State,Holiday,NC State,UCLA,40
Rebekah,BYU,Independence,BYU,UAB,23
Rebekah,Utah State,L.A.,Oregon State,Utah State,21
Rebekah,Wisconsin,Las Vegas,Wisconsin,Arizona State,5
Rebekah,Liberty,LendingTree,Liberty,E. Michigan,31
Rebekah,Texas Tech,Liberty,Miss. State,Texas Tech,11
Rebekah,Boston College,Military,Boston College,ECU ,22
Rebekah,Tennessee,Music City,Purdue,Tennessee,27
Rebekah,Old Dominion,Myrtle Beach,Tulsa,Old Dominion,4
Rebekah,Michigan,National Championship,,,43
Rebekah,UTEP,New Mexico,Fresno State,UTEP,34
Rebekah,Louisiana-Lafayette,New Orleans,Louisiana-Lafayette,Marshall,26
Rebekah,Georgia,Orange Bowl (CFP Semis),Georgia,Michigan,42
Rebekah,Penn State,Outback,Penn State,Arkansas,3
Rebekah,Pittsburgh,Peach,Pittsburgh,Michigan State,20
Rebekah,Maryland,Pinstripe,Virginia Tech,Maryland,7
Rebekah,W. Michigan,Quick Lane,Nevada,W. Michigan,9
Rebekah,Ohio State,Rose,Ohio State,Utah,18
Rebekah,Ole Miss,Sugar,Ole Miss,Baylor,13
Rebekah,Texas A&M,TaxSlayer,Texas A&M,Wake Forest,15
Rebekah,Kansas State,Texas Bowl,LSU,Kansas State,14
Rebekah,Miami,Tony the Tiger,Miami,Wash. State,19
